Sitename: Kendall Grassland Arizona USA
Location: Latitude: 31.7365  Longitude: -109.9419  Elevation (masl): 1531
Principal investigator: Russell Scott
Ecosystem type: GRA Grasslands
File creation date: 05APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2004,0,282.87500,282,2100,0.109,21.486,96.232,4.723,-9999,0.357,-9999,-15.394,-6999,1.393,-6999,-48.866,22.165,5,26.245,15,0,19.163,85.209,362.208,2.071,0,8.17,-107.059,-0.87,-3.771,-6999,0,2.519,305.951,406.721,5.855,-6999,-6999,362.208,3.2,-6999,-6999,-6999,-6999
2004,0,282.89583,282,2130,0.109,21.053,98.561,4.984,-9999,0.339,-9999,-14.214,-6999,1.445,-6999,-47.314,21.507,5,25.905,15,0,19.603,85.223,362.423,2.006,0,8.17,-105.667,-0.87,-3.721,-6999,0.004,2.399,304.08,403.628,5.823,-6999,-6999,362.423,3.2,-6999,-6999,-6999,-6999
2004,0,282.91667,282,2200,0.066,20.26,98.239,4.403,-9999,0.123,-9999,-4.603,-6999,1.009,-6999,-47.108,20.89,5,25.555,15,0,20.437,85.221,363.07,1.89,0,8,-103.804,-0.87,-4.085,-6999,0,2.174,301.168,398.713,5.772,-6999,-6999,363.07,3.2,-6999,-6999,-6999,-6999
2004,0,282.93750,282,2230,0.063,19.717,104.547,4.748,-9999,0.305,-9999,-12.219,-6999,0.787,-6999,-48.718,20.289,5,25.202,15,0,20.85,85.216,363.295,1.818,0,8,-101.026,-0.87,-3.497,-6999,0.004,2.367,299.97,395.132,5.689,-6999,-6999,363.295,3.2,-6999,-6999,-6999,-6999
2004,0,282.95833,282,2300,0.065,19.376,103.683,4.913,-9999,0.353,-9999,-15.178,-6999,0.856,-6999,-45.964,19.737,5,24.847,15,0,21.136,85.208,363.472,1.774,0,8,-100.254,-0.87,-3.407,-6999,0,2.278,298.77,393.34,5.645,-6999,-6999,363.472,3.2,-6999,-6999,-6999,-6999
2004,0,282.97917,282,2330,0.146,18.88,104.318,5.455,-9999,0.782,-9999,-27.448,-6999,2.994,-6999,-43.443,19.239,5,24.489,15,0,21.743,85.195,363.467,1.707,0,8,-100.341,-0.875,-3.18,-6999,0.014,2.276,296.852,391.738,5.629,-6999,-6999,363.467,3.2,-6999,-6999,-6999,-6999
2004,0,283.00000,283,000,0.153,18.686,102.639,5.482,-9999,0.675,-9999,-30.903,-6999,2.826,-6999,-39.781,18.802,5,24.147,15,0,21.944,85.184,363.444,1.682,0,8,-100.661,-0.88,-3.338,-6999,0.007,2.145,295.519,390.697,5.612,-6999,-6999,363.444,3.2,-6999,-6999,-6999,-6999
2004,0,283.02083,283,030,0.092,18.312,110.133,4.835,-9999,0.257,-9999,-11.271,-6999,0.878,-6999,-41.895,18.395,5,23.8,15,0,22.531,85.18,363.365,1.63,0,8,-98.11,-0.89,-3.425,-6999,0.03,2.135,294.006,386.557,5.632,-6999,-6999,363.365,3.2,-6999,-6999,-6999,-6999
2004,0,283.04167,283,100,0.187,18.232,103.335,5.766,-9999,0.889,-9999,-39.702,-6999,2.727,-6999,-39.686,17.977,5,23.467,15,0,22.922,85.173,362.915,1.614,0,8,-99.103,-0.94,-2.63,-6999,0.01,2.572,294.635,388.536,5.703,-6999,-6999,362.915,3.2,-6999,-6999,-6999,-6999
2004,0,283.06250,283,130,0.166,17.828,107.587,5.62,-9999,0.625,-9999,-30.227,-6999,0.005,-6999,-33.343,17.652,5,23.147,15,0,24.339,85.179,362.785,1.545,0,8,-99.064,-0.905,-3.223,-6999,0.035,2.044,293.313,387.111,5.912,-6999,-6999,362.785,3.2,-6999,-6999,-6999,-6999
2004,0,283.08333,283,200,0.24,17.645,112.768,5.869,-9999,0.869,-9999,-43.343,-6999,-1.242,-6999,-34.3,17.354,5,22.84,15,0,25.37,85.178,362.396,1.506,0,8,-99.171,-0.89,-2.974,-6999,0.04,2.18,292.617,386.634,6.102,-6999,-6999,362.396,3.2,-6999,-6999,-6999,-6999
2004,0,283.10417,283,230,0.352,17.731,108.188,7.535,-9999,1.173,-9999,-60.947,-6999,1.001,-6999,-27.051,17.112,5,22.53,15,0,28.748,85.15,361.213,1.446,0,8,-100.171,-0.91,-2.596,-6999,0.03,1.965,293.488,389.098,7.014,-6999,-6999,361.213,3.2,-6999,-6999,-6999,-6999
2004,0,283.12500,283,300,0.36,17.451,110.014,7.266,-9999,1.144,-9999,-60.057,-6999,-3.032,-6999,-23.011,16.947,5,22.24,15,0,31.619,85.131,360.609,1.363,0,7.83,-99.606,-0.88,-2.949,-6999,0.06,1.665,293.239,388.232,7.623,-6999,-6999,360.609,3.2,-6999,-6999,-6999,-6999
2004,0,283.14583,283,330,0.295,17.203,113.467,7.027,-9999,0.8,-9999,-40.539,-6999,-2.504,-6999,-26.954,16.78,5,21.964,15,0,33.342,85.126,360.473,1.308,0,7.83,-98.987,-0.875,-2.946,-6999,0.03,1.667,292.827,387.202,7.947,-6999,-6999,360.473,3.2,-6999,-6999,-6999,-6999
2004,0,283.16667,283,400,0.294,16.802,111.447,6.488,-9999,0.828,-9999,-44.864,-6999,-2.002,-6999,-28.525,16.614,5,21.7,15,0,35.796,85.128,360.309,1.228,0,7.5,-97.414,-0.89,-3.035,-6999,0.08,1.658,292.671,385.393,8.295,-6999,-6999,360.309,3.2,-6999,-6999,-6999,-6999
2004,0,283.18750,283,430,0.31,16.307,105.087,6.729,-9999,0.85,-9999,-46.234,-6999,-3.79,-6999,-30.607,16.42,5,21.47,15,0,39.232,85.136,360.215,1.127,0,7.33,-96.181,-0.85,-2.84,-6999,0.14,1.723,291.851,383.47,8.668,-6999,-6999,360.215,3.2,-6999,-6999,-6999,-6999
2004,0,283.20833,283,500,0.248,16.159,104.549,6.525,-9999,0.698,-9999,-37.191,-6999,-0.023,-6999,-30.255,16.212,5,21.244,15,0,40.591,85.141,360.126,1.091,0,7.67,-95.925,-0.89,-2.885,-6999,0.14,1.737,290.957,382.261,8.846,-6999,-6999,360.126,3.2,-6999,-6999,-6999,-6999
2004,0,283.22917,283,530,0.275,15.989,102.387,6.172,-9999,0.855,-9999,-44.435,-6999,6.044,-6999,-31.682,15.997,5,21.027,15,0,40.241,85.156,359.958,1.086,0,7.33,-96.284,-0.88,-2.762,-6999,0.11,1.985,289.326,380.864,8.669,-6999,-6999,359.958,3.2,-6999,-6999,-6999,-6999
2004,0,283.25000,283,600,0.264,15.923,104.132,6.146,-9999,0.744,-9999,-42.09,-6999,1.838,-6999,-30.774,15.769,5,20.81,15,0,39.552,85.173,360.038,1.094,0,7.5,-95.801,-0.77,-3.003,-6999,0.2,1.742,288.743,379.799,8.499,-6999,-6999,360.038,3.2,-6999,-6999,-6999,-6999
2004,0,283.27083,283,630,0.218,15.474,103.381,5.45,-9999,0.691,-9999,-38.675,-6999,1.355,-6999,-32.488,15.544,5,20.587,15,0,40.996,85.186,360.25,1.037,0,7.67,-90.8,23.445,2.09,-6999,3.735,3.27,287.775,377.395,8.527,-6999,-6999,360.25,3.2,-6999,-6999,-6999,-6999
2004,0,283.29167,283,700,0.204,16.067,107.411,5.113,-9999,0.153,-9999,-30.118,-6999,5.745,-6999,-27.119,15.335,5,20.36,15,0,39.218,85.194,359.562,1.11,0,7.33,-54.798,160.2,62.433,-6999,20.1,24.682,287.203,379.753,8.502,-6999,-6999,359.562,3.2,-6999,-6999,-6999,-6999
2004,0,283.31250,283,730,0.322,17.148,108.352,6.365,-9999,-1.109,-9999,-3.905,-6999,16.625,-6999,-1.402,15.237,5,20.11,15,0,35.872,85.205,358.551,1.254,0,7.17,16.822,381.55,162.01,-6999,46.755,44.435,288.398,389.153,8.445,-6999,-6999,358.551,3.2,-6999,-6999,-6999,-6999
2004,0,283.33333,283,800,0.41,18.063,106.905,7.394,-9999,-1.836,-9999,34.809,-6999,26.633,-6999,34.667,15.349,5,19.87,15,0,33.648,85.225,357.629,1.375,0,7.33,109.086,614.1,279.421,-6999,73.9,61.337,291.872,400.87,8.43,-6999,-6999,357.629,3.2,-6999,-6999,-6999,-6999
2004,0,283.35417,283,830,0.496,18.646,108.608,8.058,-9999,-2.602,-9999,96.004,-6999,42.899,-6999,62.651,15.669,5,19.675,15,0,32.668,85.25,356.636,1.447,0,7.33,199.846,839.5,397.205,-6999,98.35,78.961,294.46,412.858,8.472,-6999,-6999,356.636,3.2,-6999,-6999,-6999,-6999
2004,0,283.37500,283,900,0.541,18.839,111.061,9.395,-9999,-2.725,-9999,125.523,-6999,43.531,-6999,79.851,16.3,5,19.547,15,0,31.84,85.249,356.008,1.483,0,7.33,282.368,1049,508.923,-6999,120.9,98.905,296.132,423.782,8.334,-6999,-6999,356.008,3.2,-6999,-6999,-6999,-6999
2004,0,283.39583,283,930,0.539,19.355,112.96,8.449,-9999,-3.809,-9999,190.357,-6999,60.917,-6999,96.89,17.262,5,19.534,15,0,30.141,85.252,356.115,1.569,0,7.33,328.808,1234,586.545,-6999,139.5,118.376,298.377,437.738,8.089,-6999,-6999,356.115,3.2,-6999,-6999,-6999,-6999
2004,0,283.41667,283,1000,0.442,20.068,121.954,7.412,-9999,-2.693,-9999,168.807,-6999,52.777,-6999,117.818,18.212,5,19.64,15,0,27.738,85.25,355.941,1.697,0,7.5,410.104,1395,697.541,-6999,155.4,136.173,301.245,452.509,7.702,-6999,-6999,355.941,3.2,-6999,-6999,-6999,-6999
2004,0,283.43750,283,1030,0.328,20.604,114.539,6.387,-9999,-3.234,-9999,201.825,-6999,82.616,-6999,134.582,19.825,5,19.84,15,0,25.478,85.234,358.41,1.808,0.67,7,456.764,1522.5,768.327,-6999,167.8,148.424,305.495,468.634,7.285,-6999,-6999,358.41,3.2,-6999,-6999,-6999,-6999
2004,0,283.45833,283,1100,0.432,21.332,118.112,6.855,-9999,-3.752,-9999,264.778,-6999,88.497,-6999,134.403,21.912,5,20.154,15,0,21.761,85.21,359.513,1.986,1,7.5,496.423,1623,828.218,-6999,177.6,157.638,307.078,481.236,6.513,-6999,-6999,359.513,3.2,-6999,-6999,-6999,-6999
2004,0,283.47917,283,1130,0.342,21.728,118.141,6.19,-9999,-2.8,-9999,227.742,-6999,60.832,-6999,135.222,24.03,5,20.547,15,0,19.963,85.181,357.327,2.081,1,7.5,518.423,1685.5,865.841,-6999,183.15,163.485,309.227,493.159,6.075,-6999,-6999,357.327,3.2,-6999,-6999,-6999,-6999
2004,0,283.50000,283,1200,0.416,22.086,123.935,6.406,-9999,-3.465,-9999,255.018,-6999,89.886,-6999,124.741,26.11,5,21.02,15,0,19.599,85.131,358.789,2.137,1,7.67,529.722,1720,887.038,-6999,186.8,167.615,311.385,501.086,6.1,-6999,-6999,358.789,3.2,-6999,-6999,-6999,-6999
2004,0,283.52083,283,1230,0.27,22.393,121.814,6.106,-9999,-3.334,-9999,256.383,-6999,77.043,-6999,103.401,27.957,5,21.559,15,0,19.056,85.09,360.002,2.192,1,7.67,525.751,1715.5,889.988,-6999,186.95,168.332,312.492,508.397,6.09,-6999,-6999,360.002,3.2,-6999,-6999,-6999,-6999
2004,0,283.54167,283,1300,0.386,22.688,134.284,6.026,-9999,-1.681,-9999,229.882,-6999,72.634,-6999,96.372,29.502,5,22.155,15,0,16.507,85.033,361.389,2.301,1.33,7.83,509.883,1682,878.964,-6999,184.7,167.367,311.232,512.946,5.415,-6999,-6999,361.389,3.2,-6999,-6999,-6999,-6999
2004,0,283.56250,283,1330,0.41,23.077,124.801,6.639,-9999,-2.056,-9999,258.825,-6999,74.01,-6999,81.755,30.669,5,22.794,15,0,15.39,84.973,360.864,2.388,1.5,7.83,481.486,1608,845.477,-6999,178.4,161.787,310.875,513.081,5.27,-6999,-6999,360.864,3.2,-6999,-6999,-6999,-6999
2004,0,283.58333,283,1400,0.425,23.176,139.84,6.573,-9999,-2.463,-9999,217.567,-6999,75.25,-6999,58.573,31.584,5,23.442,15,0,16.725,84.923,360.426,2.364,1.5,8,444.576,1507,794.902,-6999,168.8,153.522,313.746,510.551,5.73,-6999,-6999,360.426,3.2,-6999,-6999,-6999,-6999
2004,0,283.60417,283,1430,0.41,23.568,137.355,5.393,-9999,-2.702,-9999,238.449,-6999,66.858,-6999,39.752,32.135,5,24.094,15,0,16.079,84.895,360.593,2.44,1.17,8,389.776,1371.5,727.994,-6999,155.6,142.472,314.055,509.802,5.68,-6999,-6999,360.593,3.2,-6999,-6999,-6999,-6999
2004,0,283.62500,283,1500,0.279,23.715,136.267,5.304,-9999,-1.827,-9999,155.213,-6999,44.422,-6999,9.109,32.405,5,24.717,15,0,15.545,84.873,360.844,2.477,1.33,8,326.988,1211,645.79,-6999,139.4,128.872,312.944,502.876,5.619,-6999,-6999,360.844,3.2,-6999,-6999,-6999,-6999
2004,0,283.64583,283,1530,0.299,23.841,124.675,5.232,-9999,-2.106,-9999,152.085,-6999,58.149,-6999,-83.89,32.445,5,25.299,15,0,14.933,84.854,360.977,2.514,1.33,8.17,254.76,1023,552.934,-6999,120.65,114.107,310.335,494.401,5.382,-6999,-6999,360.977,3.2,-6999,-6999,-6999,-6999
2004,0,283.66667,283,1600,0.164,23.794,134.906,5.161,-9999,-1.743,-9999,114.419,-6999,51.52,-6999,-51.151,32.212,5,25.822,15,0,14.894,84.84,360.888,2.508,1.17,8,177.737,817,448.008,-6999,99.3,96.899,308.761,482.133,5.353,-6999,-6999,360.888,3.2,-6999,-6999,-6999,-6999
2004,0,283.68750,283,1630,0.321,23.871,142.718,5.252,-9999,-1.681,-9999,85.737,-6999,40.902,-6999,-26.236,31.617,5,26.259,15,0,14.778,84.828,360.983,2.523,1,8.17,90.331,592.25,332.604,-6999,74.885,79.783,306.505,468.996,5.326,-6999,-6999,360.983,3.2,-6999,-6999,-6999,-6999
2004,0,283.70833,283,1700,0.296,23.728,132.309,4.753,-9999,-1.086,-9999,45.587,-6999,17.75,-6999,-54.295,30.674,5,26.599,15,0,14.49,84.825,361.165,2.51,1,8.67,0.587,367.5,214.17,-6999,48.7,63.007,304.201,454.779,5.153,-6999,-6999,361.165,3.2,-6999,-6999,-6999,-6999
2004,0,283.72917,283,1730,0.231,23.338,130.295,3.864,-9999,-0.509,-9999,6.952,-6999,13.007,-6999,-68.231,29.405,5,26.82,15,0,14.981,84.816,360.843,2.437,1,8.17,-76.644,157.2,102.476,-6999,22.81,42.672,303.328,439.777,5.261,-6999,-6999,360.843,3.2,-6999,-6999,-6999,-6999
2004,0,283.75000,283,1800,0.097,22.616,132.24,3.939,-9999,0.248,-9999,-9.222,-6999,3.639,-6999,-74.437,27.804,5,26.92,15,0,16.776,84.805,360.628,2.284,0.83,8.5,-120.036,19.29,16.192,-6999,3.53,12.947,301.548,424.828,5.595,-6999,-6999,360.628,3.2,-6999,-6999,-6999,-6999
2004,0,283.77083,283,1830,0.113,21.598,122.309,4.236,-9999,0.394,-9999,-13.234,-6999,0.881,-6999,-81.219,26.202,5,26.9,15,0,17.916,84.79,360.656,2.117,0.5,8.17,-122.175,-0.09,-4.546,-6999,0.465,2.633,298.315,413.311,5.531,-6999,-6999,360.656,3.2,-6999,-6999,-6999,-6999
2004,0,283.79167,283,1900,0.1,20.989,116.571,4.284,-9999,0.391,-9999,-11.879,-6999,0.191,-6999,-76.585,24.762,5,26.77,15,0,18.699,84.788,360.999,2.02,0.33,8.33,-116.962,-0.87,-4.265,-6999,0.04,2.893,296.577,406.381,5.554,-6999,-6999,360.999,3.2,-6999,-6999,-6999,-6999
2004,0,283.81250,283,1930,0.112,20.541,114.752,4.545,-9999,0.48,-9999,-16.2,-6999,-0.139,-6999,-66.91,23.53,5,26.567,15,0,20.206,84.782,360.904,1.929,0,8,-112.815,-0.87,-3.812,-6999,0,2.968,297.428,403.462,5.832,-6999,-6999,360.904,3.2,-6999,-6999,-6999,-6999
2004,0,283.83333,283,2000,0.174,20.263,109.457,5.134,-9999,0.764,-9999,-32.249,-6999,2.868,-6999,-56.37,22.552,5,26.285,15,0,20.657,84.774,360.886,1.885,0,8.17,-111.241,-0.87,-3.622,-6999,0,2.643,297.494,402.469,5.856,-6999,-6999,360.886,3.2,-6999,-6999,-6999,-6999
2004,0,283.85417,283,2030,0.286,19.693,106.803,6.568,-9999,1.305,-9999,-54.427,-6999,4.398,-6999,-49.16,21.772,5,25.982,15,0,22.122,84.771,361.057,1.786,0,8.17,-109.947,-0.87,-3.035,-6999,0,2.435,297.311,401.788,6.055,-6999,-6999,361.057,3.2,-6999,-6999,-6999,-6999
2004,0,283.87500,283,2100,0.375,19.487,116.132,7.079,-9999,1.153,-9999,-53.259,-6999,3.72,-6999,-40.272,21.145,5,25.64,15,0,23.128,84.77,361.147,1.741,0,8,-109.429,-0.87,-3.342,-6999,0,1.846,296.957,401.199,6.253,-6999,-6999,361.147,3.2,-6999,-6999,-6999,-6999
2004,0,283.89583,283,2130,0.212,18.419,127.255,5.621,-9999,0.437,-9999,-22.951,-6999,0.018,-6999,-43.251,20.64,5,25.274,15,0,25.02,84.785,361.871,1.589,0,8,-106.69,-0.87,-3.68,-6999,0.01,1.808,294.735,395.938,6.338,-6999,-6999,361.871,3.2,-6999,-6999,-6999,-6999
2004,0,283.91667,283,2200,0.192,17.748,125.998,5.273,-9999,0.553,-9999,-24.581,-6999,0.612,-6999,-47.316,20.135,5,24.905,15,0,26.659,84.789,362.143,1.49,0,8,-102.935,-0.87,-3.339,-6999,0.02,2.101,294.386,391.881,6.487,-6999,-6999,362.143,3.2,-6999,-6999,-6999,-6999
2004,0,283.93750,283,2230,0.139,17.426,125.389,5.286,-9999,0.421,-9999,-18.897,-6999,0.936,-6999,-46.187,19.624,5,24.547,15,0,27.613,84.786,362.053,1.441,0,8,-100.084,-0.86,-3.033,-6999,0.035,2.234,294.348,389.165,6.592,-6999,-6999,362.053,3.2,-6999,-6999,-6999,-6999
2004,0,283.95833,283,2300,0.193,17.381,120.859,5.298,-9999,0.76,-9999,-32.713,-6999,1.504,-6999,-43.1,19.15,5,24.192,15,0,28.15,84.771,361.548,1.426,0,8,-99.446,-0.86,-2.909,-6999,0.05,2.344,294.158,388.352,6.711,-6999,-6999,361.548,3.2,-6999,-6999,-6999,-6999
2004,0,283.97917,283,2330,0.194,17.381,121.069,5.529,-9999,0.91,-9999,-32.606,-6999,1.127,-6999,-39.067,18.729,5,23.854,15,0,28.467,84.753,361.316,1.42,0,8,-99.216,-0.865,-2.839,-6999,0.07,2.306,293.774,387.845,6.79,-6999,-6999,361.316,3.2,-6999,-6999,-6999,-6999
2004,0,284.00000,284,000,0.221,17.415,123.492,6.024,-9999,0.962,-9999,-35.928,-6999,1.411,-6999,-35.584,18.359,5,23.522,15,0,28.825,84.737,361.024,1.416,0,8,-98.812,-0.9,-2.634,-6999,0.01,2.23,294.123,388.072,6.901,-6999,-6999,361.024,3.2,-6999,-6999,-6999,-6999
2004,0,284.02083,284,030,0.205,17.425,124.645,6.155,-9999,0.687,-9999,-30.519,-6999,1.255,-6999,-32.413,18.047,5,23.199,15,0,29.072,84.727,361.063,1.412,0,8,-98.087,-0.89,-2.806,-6999,0.06,2.004,294.296,387.573,6.971,-6999,-6999,361.063,3.2,-6999,-6999,-6999,-6999
2004,0,284.04167,284,100,0.227,17.293,121.9,6.051,-9999,0.871,-9999,-37.19,-6999,1.859,-6999,-32.259,17.77,5,22.887,15,0,29.59,84.705,360.977,1.39,0,7.83,-97.587,-0.9,-2.8,-6999,0.05,2.017,293.909,386.68,7.044,-6999,-6999,360.977,3.2,-6999,-6999,-6999,-6999
2004,0,284.06250,284,130,0.228,17.259,120.232,5.928,-9999,0.673,-9999,-35.845,-6999,1.498,-6999,-31.212,17.492,5,22.595,15,0,29.979,84.691,360.821,1.379,0,7.67,-97.636,-0.91,-2.803,-6999,0.065,2.044,293.531,386.32,7.129,-6999,-6999,360.821,3.2,-6999,-6999,-6999,-6999
2004,0,284.08333,284,200,0.275,17.241,120.283,6.253,-9999,0.882,-9999,-46.415,-6999,1.382,-6999,-29.796,17.237,5,22.304,15,0,30.348,84.681,360.618,1.37,0,7.83,-97.444,-0.94,-2.757,-6999,0.08,1.967,293.32,386.04,7.216,-6999,-6999,360.618,3.2,-6999,-6999,-6999,-6999
2004,0,284.10417,284,230,0.201,16.938,119.822,6.319,-9999,0.625,-9999,-29.45,-6999,1.039,-6999,-29.447,16.992,5,22.032,15,0,31.174,84.661,360.792,1.328,0,7.5,-95.805,-0.895,-3.047,-6999,0.225,1.62,293.041,384.179,7.286,-6999,-6999,360.792,3.2,-6999,-6999,-6999,-6999
2004,0,284.12500,284,300,0.202,16.519,119.784,6.125,-9999,0.591,-9999,-32.462,-6999,1.851,-6999,-32.413,16.74,5,21.762,15,0,32.335,84.636,360.837,1.272,0,7.83,-94.741,-0.87,-2.789,-6999,0.15,1.875,292.282,382.359,7.381,-6999,-6999,360.837,3.2,-6999,-6999,-6999,-6999
2004,0,284.14583,284,330,0.236,16.471,119.482,6.27,-9999,0.657,-9999,-37.107,-6999,1.641,-6999,-30.099,16.494,5,21.51,15,0,32.876,84.619,360.757,1.258,0,7.5,-95.134,-0.915,-2.745,-6999,0.21,1.887,291.602,382.105,7.492,-6999,-6999,360.757,3.2,-6999,-6999,-6999,-6999
2004,0,284.16667,284,400,0.219,16.499,114.601,6.114,-9999,0.653,-9999,-39.455,-6999,0.907,-6999,-29.339,16.257,5,21.25,15,0,33.377,84.617,360.517,1.25,0,7.67,-94.293,-0.93,-2.786,-6999,0.36,1.928,291.719,381.298,7.632,-6999,-6999,360.517,3.2,-6999,-6999,-6999,-6999
2004,0,284.18750,284,430,0.193,16.408,111.481,5.896,-9999,0.562,-9999,-33.853,-6999,1.208,-6999,-29.57,16.024,5,21,15,0,33.968,84.604,360.43,1.232,0,7.5,-93.483,-0.95,-2.824,-6999,0.235,1.932,291.502,380.229,7.737,-6999,-6999,360.43,3.2,-6999,-6999,-6999,-6999
2004,0,284.20833,284,500,0.202,16.179,115.191,5.744,-9999,0.6,-9999,-35.085,-6999,1.207,-6999,-29.788,15.784,5,20.757,15,0,34.479,84.59,360.556,1.205,0,7,-93.353,-1.03,-2.846,-6999,0.33,1.943,290.702,379.268,7.749,-6999,-6999,360.556,3.2,-6999,-6999,-6999,-6999
2004,0,284.22917,284,530,0.174,15.937,115.675,5.243,-9999,0.512,-9999,-29.998,-6999,0.982,-6999,-30.28,15.55,5,20.507,15,0,35.186,84.587,360.55,1.174,0,7.17,-93.542,-0.945,-3.047,-6999,0.37,1.937,288.865,377.423,7.797,-6999,-6999,360.55,3.2,-6999,-6999,-6999,-6999
2004,0,284.25000,284,600,0.228,15.851,116.981,5.612,-9999,0.662,-9999,-37.976,-6999,1.746,-6999,-30.147,15.324,5,20.264,15,0,35.781,84.587,360.386,1.157,0,7.33,-92.893,-0.81,-2.645,-6999,0.37,2.073,289.447,377.622,7.858,-6999,-6999,360.386,3.2,-6999,-6999,-6999,-6999
2004,0,284.27083,284,630,0.219,15.721,112.724,5.672,-9999,0.619,-9999,-37.867,-6999,1.51,-6999,-25.9,15.137,5,20.044,15,0,36.683,84.587,360.333,1.131,0,7.33,-82.133,24.24,2.938,-6999,3.74,3.151,296.32,378.24,7.911,-6999,-6999,360.333,3.2,-6999,-6999,-6999,-6999
2004,0,284.29167,284,700,0.262,16.604,112.141,5.728,-9999,0.157,-9999,-25.538,-6999,7.111,-6999,-7.272,15.082,5,19.82,15,0,34.637,84.604,359.599,1.235,0,7.17,-12.427,165.6,75.071,-6999,20.83,26.382,326.067,387.183,7.981,-6999,-6999,359.599,3.2,-6999,-6999,-6999,-6999
2004,0,284.31250,284,730,0.224,16.995,126.489,5.151,-9999,-0.459,-9999,-11.4,-6999,12.829,-6999,20.595,15.38,5,19.629,15,0,34.265,84.628,359.465,1.273,0,7.17,-11.52,232.5,84.298,-6999,27.1,19.263,316.046,392.601,8.083,-6999,-6999,359.465,3.2,-6999,-6999,-6999,-6999
2004,0,284.33333,284,800,0.341,17.349,124.101,6.316,-9999,-3.093,-9999,44.57,-6999,27.717,-6999,11.3,15.665,5,19.452,15,0,34.067,84.64,357.941,1.306,0,7.17,79.53,523.701,229.353,-6999,62.63,50.686,298.43,397.568,8.214,-6999,-6999,357.941,3.2,-6999,-6999,-6999,-6999
2004,0,284.35417,284,830,0.461,18.611,127.278,7.978,-9999,-4.7,-9999,79.978,-6999,43.555,-6999,62.522,15.93,5,19.299,15,0,31.443,84.648,357.27,1.47,0,7.17,181.277,787,358.981,-6999,92.3,71.925,307.161,412.94,8.15,-6999,-6999,357.27,3.2,-6999,-6999,-6999,-6999
2004,0,284.37500,284,900,0.376,18.858,126.474,7.694,-9999,-3.879,-9999,60.036,-6999,31.02,-6999,72.889,16.604,5,19.212,15,0,30.873,84.654,357.353,1.505,0,7.17,242.734,825,430.558,-6999,94.4,84.761,320.294,423.358,8.122,-6999,-6999,357.353,3.2,-6999,-6999,-6999,-6999
2004,0,284.39583,284,930,0.362,19.938,131.048,7.626,-9999,-2.322,-9999,131.191,-6999,41.866,-6999,109.336,17.579,5,19.225,15,0,28.592,84.646,357.273,1.663,0,7.17,329.637,1223,567.431,-6999,139.15,112.504,315.449,440.738,7.98,-6999,-6999,357.273,3.2,-6999,-6999,-6999,-6999
2004,0,284.41667,284,1000,0.367,20.737,131.63,7.304,-9999,-0.806,-9999,155.851,-6999,46.455,-6999,126.44,18.655,5,19.36,15,0,26.925,84.645,357.406,1.788,0,7,368.564,1133,616.309,-6999,127.3,120.868,329.007,455.884,7.852,-6999,-6999,357.406,3.2,-6999,-6999,-6999,-6999
2004,0,284.43750,284,1030,0.404,21.295,134.783,7.32,-9999,-1.902,-9999,140.494,-6999,55.997,-6999,100.199,20.035,5,19.612,15,0,25.994,84.619,358.656,1.874,0.17,7.33,432.82,1365,714.915,-6999,152.05,139.965,322.633,464.762,7.844,-6999,-6999,358.656,3.2,-6999,-6999,-6999,-6999
2004,0,284.45833,284,1100,0.384,22.038,136.505,6.522,-9999,-2.313,-9999,135.342,-6999,48.677,-6999,127.388,21.809,5,19.962,15,0,25.414,84.615,359.188,1.976,1,7.17,381.52,1340,648.328,-6999,148.6,124.281,332.52,475.048,8.057,-6999,-6999,359.188,3.2,-6999,-6999,-6999,-6999
