Sitename: Lucky Hills Shrubland Arizona USA
Location: Latitude: 31.7438  Longitude: -110.0522  Elevation (masl): 1370
Principal investigator: Russell Scott
Ecosystem type: OSH Open Shrublands
File creation date: 09APR2013
Data Policy -- The AmeriFlux data provided on this site are freely available and were furnished by individual AmeriFlux scientists who encourage their use.
Please kindly inform in writing (or e-mail) the appropriate AmeriFlux scientist(s) of how you intend to use the data and of any publication plans.
It is also important to contact the AmeriFlux investigator to assure you are downloading the latest revision of the data and to prevent potential misuse or misinterpretation of the data.
Please acknowledge the data source as a citation or in the acknowledgments if no citation is available.
If the AmeriFlux Principal Investigators (PIs) feel that they should be acknowledged or offered participation as authors they will let you know.
And we assume that an agreement on such matters will be reached before publishing and/or use of the data for publication.
If your work directly competes with the PIs analysis they may ask that they have the opportunity to submit a manuscript before you submit one that uses unpublished data. 
In addition when publishing please acknowledge the agency that supported the research. --
File Origin - This file was created at Oak Ridge National Laboratory by the AmeriFlux and FLUXNET data management groups.
These groups are supported by the U.S. Department of Energy and National Aeronautics and Space Administration. 
This standardized file is identical in format to other standardized files provided here with a goal of aiding intersite comparisons  multi-site syntheses and modeling activities. 
Questions about these standardized files should be addressed to Tom Boden (bodenta@ornl.gov) .
YEAR, GAP, DTIME, DOY, HRMIN, UST, TA, WD, WS, NEE, FC, SFC, H, SH, LE, SLE, FG, TS1, TSdepth1, TS2, TSdepth2, PREC, RH, PRESS, CO2, VPD, SWC1, SWC2, Rn, PAR, Rg, Rgdif, PARout, RgOut, Rgl, RglOut, H2O, RE, GPP, CO2top, CO2height, APAR, PARdif, APARpct, ZL
2007,0,254.91667,254,2200,0.301,22.19,113.1,3.755,0.923,0.923,0,-16.296,-6999,11.416,-6999,-72.763,26.3,5,30.4,15,0,56.603,86.503,365.125,1.161,6,9,-83.2,-0.631,-0.828,-6999,0.757,-9999,-9999,-9999,21.579,-6999,-6999,365.125,3.1,-6999,-6999,-6999,-6999
2007,0,254.93750,254,2230,0.274,21.61,120.7,3.15,0.873,0.873,0,-17.984,-6999,10.636,-6999,-71.531,25.65,5,30,15,0,58.848,86.504,365.749,1.063,5.5,10,-84.7,-0.702,-0.836,-6999,0.703,-9999,-9999,-9999,21.646,-6999,-6999,365.749,3.1,-6999,-6999,-6999,-6999
2007,0,254.95833,254,2300,0.27,21.14,110.5,3.047,0.671,0.671,0,-15.215,-6999,10.052,-6999,-70.557,25,5,29.6,15,0,60.061,86.503,366.574,1.002,5,10,-84.1,-0.765,-0.959,-6999,0.797,-9999,-9999,-9999,21.476,-6999,-6999,366.574,3.1,-6999,-6999,-6999,-6999
2007,0,254.97917,254,2330,0.117,20.43,124.3,1.27,-0.165,-0.165,0,-4.983,-6999,-2.061,-6999,-69.803,24.4,5,29.2,15,0,62.881,86.501,367.513,0.891,5,9.5,-84.7,-0.868,-0.888,-6999,0.487,-9999,-9999,-9999,21.443,-6999,-6999,367.513,3.1,-6999,-6999,-6999,-6999
2007,0,255.00000,255,000,0.186,19.76,80.8,1.747,0.8,0.8,0,-11.949,-6999,6.155,-6999,-70.238,23.8,5,28.8,15,0,65.109,86.487,370.052,0.804,5,9,-82,-0.946,-0.872,-6999,0.405,-9999,-9999,-9999,21.365,-6999,-6999,370.052,3.1,-6999,-6999,-6999,-6999
2007,0,255.02083,255,030,0.198,19.3,71.76,1.293,0.294,0.294,0,-10.193,-6999,-0.869,-6999,-69.241,23.25,5,28.45,15,0,66.327,86.497,370.265,0.754,5,9.5,-80.5,-0.919,-0.94,-6999,0.5,-9999,-9999,-9999,21.07,-6999,-6999,370.265,3.1,-6999,-6999,-6999,-6999
2007,0,255.04167,255,100,0.207,18.52,71.04,1.266,1.016,1.016,0,-9.888,-6999,5.267,-6999,-67.018,22.8,5,28.1,15,0,69.516,86.486,373.286,0.65,5,9,-77.74,-0.923,-0.795,-6999,0.405,-9999,-9999,-9999,21.104,-6999,-6999,373.286,3.1,-6999,-6999,-6999,-6999
2007,0,255.06250,255,130,0.198,17.84,91.3,1.493,4.182,4.182,0,-20.812,-6999,10.484,-6999,-67.054,22.25,5,27.75,15,0,73.64,86.461,379.257,0.539,5,9,-76.93,-0.939,-0.798,-6999,0.298,-9999,-9999,-9999,21.421,-6999,-6999,379.257,3.1,-6999,-6999,-6999,-6999
2007,0,255.08333,255,200,0.186,17.59,97.1,1.896,4.457,4.457,0,-20.187,-6999,18.76,-6999,-66.257,21.8,5,27.4,15,0,74.312,86.445,380.64,0.517,5,9,-75.13,-0.946,-0.883,-6999,0.217,-9999,-9999,-9999,21.303,-6999,-6999,380.64,3.1,-6999,-6999,-6999,-6999
2007,0,255.10417,255,230,0.218,17.15,93.3,2.411,-1.44,-1.44,0,-6.961,-6999,4.149,-6999,-64.885,21.35,5,27.05,15,0,76.5,86.44,384.944,0.46,5,9,-75.72,-0.946,-0.894,-6999,0.081,-9999,-9999,-9999,21.414,-6999,-6999,384.944,3.1,-6999,-6999,-6999,-6999
2007,0,255.12500,255,300,0.194,17.07,87.3,1.443,-0.806,-0.806,0,-8.814,-6999,-0.402,-6999,-64.093,20.9,5,26.7,15,0,75.613,86.442,379.29,0.475,5,9,-74.59,-0.946,-1.003,-6999,0.027,-9999,-9999,-9999,21.046,-6999,-6999,379.29,3.1,-6999,-6999,-6999,-6999
2007,0,255.14583,255,330,0.11,16.445,110.3,0.979,-1.281,-1.281,0,5.531,-6999,-3.736,-6999,-60.916,20.5,5,26.4,15,0,78.599,86.443,382.335,0.401,5,9,-75.06,-0.946,-1.047,-6999,0.034,-9999,-9999,-9999,21.114,-6999,-6999,382.335,3.1,-6999,-6999,-6999,-6999
2007,0,255.16667,255,400,0.189,16.66,69.38,1.034,-0.606,-0.606,0,-8.279,-6999,-0.8,-6999,-61.151,20.1,5,26.1,15,0,76.013,86.443,376.157,0.455,5,9,-71.6,-0.946,-1.195,-6999,0.014,-9999,-9999,-9999,20.535,-6999,-6999,376.157,3.1,-6999,-6999,-6999,-6999
2007,0,255.18750,255,430,0.244,17.335,75.66,1.697,0.93,0.93,0,-19.444,-6999,10.999,-6999,-56.717,19.8,5,25.7,15,0,70.56,86.441,372.111,0.583,5,9,-70.88,-0.946,-1.137,-6999,0.041,-9999,-9999,-9999,19.847,-6999,-6999,372.111,3.1,-6999,-6999,-6999,-6999
2007,0,255.20833,255,500,0.204,16.73,87,1.946,0.53,0.53,0,-14.047,-6999,5.221,-6999,-52.928,19.5,5,25.4,15,0,73.905,86.441,374.295,0.497,5,9,-71.71,-0.946,-1.151,-6999,0.135,-9999,-9999,-9999,20.128,-6999,-6999,374.295,3.1,-6999,-6999,-6999,-6999
2007,0,255.22917,255,530,0.074,15.985,131,1.297,1.53,1.53,0,-11.713,-6999,4.302,-6999,-54.927,19.15,5,25.1,15,0,78.191,86.453,378.275,0.397,5,9,-72.54,-0.946,-1.321,-6999,0.014,-9999,-9999,-9999,20.406,-6999,-6999,378.275,3.1,-6999,-6999,-6999,-6999
2007,0,255.25000,255,600,0.167,15.53,95.2,1.51,2.582,2.582,0,-13.175,-6999,5.588,-6999,-57.051,18.8,5,24.8,15,0,80.71,86.467,377.997,0.341,5,9,-68.88,0.459,-0.68,-6999,0.365,-9999,-9999,-9999,20.401,-6999,-6999,377.997,3.1,-6999,-6999,-6999,-6999
2007,0,255.27083,255,630,0.116,15.735,113.8,1.677,1.664,1.664,0,-11.471,-6999,11.329,-6999,-54.29,18.55,5,24.6,15,0,80.715,86.487,379.26,0.345,4.5,9,-59.04,32.799,26.06,-6999,9.476,-9999,-9999,-9999,20.626,-6999,-6999,379.26,3.1,-6999,-6999,-6999,-6999
2007,0,255.29167,255,700,0.181,17.01,118.4,1.565,-1.895,-1.895,0,23.486,-6999,22.197,-6999,-40.927,18.5,5,24.3,15,0,77.016,86.501,377.17,0.446,5,9,-17.21,168.531,117.3,-6999,30.506,-9999,-9999,-9999,21.147,-6999,-6999,377.17,3.1,-6999,-6999,-6999,-6999
2007,0,255.31250,255,730,0.169,19.48,118.8,1.465,-1.806,-1.806,0,34.397,-6999,37.711,-6999,-3.808,19.4,5,24.05,15,0,66.41,86.503,370.664,0.761,5,9,48.66,331.94,227.8,-6999,65.681,-9999,-9999,-9999,21.223,-6999,-6999,370.664,3.1,-6999,-6999,-6999,-6999
2007,0,255.33333,255,800,0.122,21.62,127.7,1.181,-2.068,-2.068,0,50.719,-6999,51.533,-6999,30.376,20.8,5,23.8,15,0,57.747,86.503,366.054,1.092,5,9,121.3,201.5,343.1,-6999,104.556,-9999,-9999,-9999,21.096,-6999,-6999,366.054,3.1,-6999,-6999,-6999,-6999
2007,0,255.35417,255,830,0.233,22.915,137,1.842,-2.9,-2.9,0,84.675,-6999,75.194,-6999,72.593,22.65,5,23.65,15,0,51.996,86.495,361.872,1.342,5,9,197.8,752.367,457.35,-6999,145.8,-9999,-9999,-9999,20.8,-6999,-6999,361.872,3.1,-6999,-6999,-6999,-6999
2007,0,255.37500,255,900,0.208,24.47,145.4,1.768,-2.104,-2.104,0,99.245,-6999,66.529,-6999,103.357,24.8,5,23.6,15,0,45.093,86.503,362.075,1.685,6,9,272.2,941.47,566.6,-6999,186.505,-9999,-9999,-9999,19.942,-6999,-6999,362.075,3.1,-6999,-6999,-6999,-6999
2007,0,255.39583,255,930,0.147,25.7,124.5,0.609,-2.413,-2.413,0,104.664,-6999,72.703,-6999,149.869,27.2,5,23.75,15,0,39.272,86.524,363.485,2.006,6,9,342.6,1111.707,668.2,-6999,224.452,-9999,-9999,-9999,19.096,-6999,-6999,363.485,3.1,-6999,-6999,-6999,-6999
2007,0,255.41667,255,1000,0.126,26.32,153.4,1.221,-2.381,-2.381,0,168.711,-6999,92.075,-6999,173.973,29.6,5,24,15,0,37.954,86.515,362.487,2.126,6,9,405.7,1266.672,759,-6999,258.765,-9999,-9999,-9999,19.249,-6999,-6999,362.487,3.1,-6999,-6999,-6999,-6999
2007,0,255.43750,255,1030,0.084,26.85,307,0.365,-0.054,-0.054,0,135.922,-6999,64.785,-6999,175.019,32,5,24.35,15,0,35.743,86.503,362.783,2.271,6,9,463.5,1394.238,835.5,-6999,287.427,-9999,-9999,-9999,18.965,-6999,-6999,362.783,3.1,-6999,-6999,-6999,-6999
2007,0,255.45833,255,1100,0.301,27.84,72.99,0.642,-1.231,-1.231,0,213.158,-6999,95.419,-6999,181.07,34.3,5,24.9,15,0,32.775,86.477,362.444,2.518,6,9,508,1501.141,897,-6999,310.168,-9999,-9999,-9999,18.681,-6999,-6999,362.444,3.1,-6999,-6999,-6999,-6999
2007,0,255.47917,255,1130,0.266,28.365,10.71,0.695,-0.695,-0.695,0,246.598,-6999,91.903,-6999,167.093,36.4,5,25.5,15,0,31.581,86.445,362.592,2.642,6,9,543.6,1578.848,942.5,-6999,327.191,-9999,-9999,-9999,18.571,-6999,-6999,362.592,3.1,-6999,-6999,-6999,-6999
2007,0,255.50000,255,1200,0.196,29.15,294.4,0.694,0.469,0.469,0,207.108,-6999,81.65,-6999,173.241,38.4,5,26.2,15,0,30.057,86.42,363.25,2.827,7,9,565.5,1630.503,969,-6999,340.311,-9999,-9999,-9999,18.396,-6999,-6999,363.25,3.1,-6999,-6999,-6999,-6999
2007,0,255.52083,255,1230,0.305,29.95,331.8,0.598,1.1,1.1,0,229.941,-6999,143.874,-6999,168.941,40.05,5,27,15,0,27.354,86.385,363.108,3.074,7,9,584.9,1603.104,946.5,-6999,347.039,-9999,-9999,-9999,17.573,-6999,-6999,363.108,3.1,-6999,-6999,-6999,-6999
2007,0,255.54167,255,1300,0.266,30.05,284,0.479,-0.611,-0.611,0,212.798,-6999,98.323,-6999,148.292,41.1,5,27.8,15,0,27.74,86.358,362.741,3.076,7,9,490.9,1583.789,932,-6999,326.451,-9999,-9999,-9999,17.932,-6999,-6999,362.741,3.1,-6999,-6999,-6999,-6999
2007,0,255.56250,255,1330,0.225,30.8,301.5,1.479,0.319,0.319,0,201.22,-6999,79.549,-6999,124.219,41.7,5,28.7,15,0,24.284,86.319,363.714,3.364,6,9.5,462.5,1307.098,760.25,-6999,267.983,-9999,-9999,-9999,16.5,-6999,-6999,363.714,3.1,-6999,-6999,-6999,-6999
2007,0,255.58333,255,1400,0.405,30.45,67.46,1.237,-0.552,-0.552,0,127.818,-6999,72.737,-6999,81.665,41.4,5,29.5,15,0,24.84,86.265,362.437,3.273,6,9,312.6,859.72,476.8,-6999,173.856,-9999,-9999,-9999,16.707,-6999,-6999,362.437,3.1,-6999,-6999,-6999,-6999
2007,-1,255.60417,255,1430,0.334,30.775,46.6,1.477,-9999,-9999,0,-9999,-6999,-9999,-6999,25.192,40.75,5,30.25,15,0,23.23,86.232,363.216,3.406,6,10,284.9,1015.584,577.4,-6999,207.766,-9999,-9999,-9999,15.963,-6999,-6999,363.216,3.1,-6999,-6999,-6999,-6999
2007,-1,255.62500,255,1500,0.307,31.11,52.4,1.606,-9999,-9999,0,-9999,-6999,-9999,-6999,37.454,41.1,5,30.8,15,0,21.709,86.194,363.768,3.541,6,10,360.7,1237.027,710,-6999,254.594,-9999,-9999,-9999,15.522,-6999,-6999,363.768,3.1,-6999,-6999,-6999,-6999
2007,-1,255.64583,255,1530,0.346,31.09,46.51,1.997,-9999,-9999,0,-9999,-6999,-9999,-6999,47.289,41.1,5,31.35,15,0,21.628,86.163,363.791,3.54,6,10,283,892.959,513.6,-6999,182.064,-9999,-9999,-9999,15.149,-6999,-6999,363.791,3.1,-6999,-6999,-6999,-6999
2007,0,255.66667,255,1600,0.555,30.03,22.3,5.866,-0.27,-0.27,0,97.83,-6999,-9999,-6999,5.576,39.7,5,31.8,15,0,22.29,86.162,362.873,3.304,6,10,308.7,947.758,546.9,-6999,192.964,-9999,-9999,-9999,15.025,-6999,-6999,362.873,3.1,-6999,-6999,-6999,-6999
2007,0,255.68750,255,1630,0.403,31.05,4.384,4.979,-0.515,-0.515,0,124.222,-6999,-9999,-6999,1.65,39.4,5,32.15,15,0,18.668,86.144,363.561,3.666,6,10,270.4,833.668,471.65,-6999,168.406,-9999,-9999,-9999,13.238,-6999,-6999,363.561,3.1,-6999,-6999,-6999,-6999
2007,0,255.70833,255,1700,0.333,30.44,4.825,3.581,-0.268,-0.268,0,49.25,-6999,35.465,-6999,-13.953,38.1,5,32.4,15,0,22.572,86.126,362.825,3.37,5,10,38.31,344.068,178.8,-6999,66.973,-9999,-9999,-9999,15.347,-6999,-6999,362.825,3.1,-6999,-6999,-6999,-6999
2007,0,255.72917,255,1730,0.168,29.69,12.57,1.924,0.053,0.053,0,5.326,-6999,19.987,-6999,-66.798,36.05,5,32.65,15,0,23.493,86.116,362.701,3.19,5,10,-41.02,196.694,103.8,-6999,37.692,-9999,-9999,-9999,15.31,-6999,-6999,362.701,3.1,-6999,-6999,-6999,-6999
2007,0,255.75000,255,1800,0.141,28.96,31.24,1.043,-0.188,-0.188,0,16.614,-6999,-29.97,-6999,-68.795,34.5,5,32.701,15,0,26.223,86.132,362.535,2.949,5,10,-63.05,104.029,52.41,-6999,20.293,-9999,-9999,-9999,16.178,-6999,-6999,362.535,3.1,-6999,-6999,-6999,-6999
2007,0,255.77083,255,1830,0.08,27.435,82.6,0.732,0.671,0.671,0,-9.671,-6999,26.57,-6999,-73.552,33.05,5,32.65,15,0,33.571,86.132,362.895,2.43,5,10,-79.12,45.071,24.379,-6999,9.641,-9999,-9999,-9999,18.543,-6999,-6999,362.895,3.1,-6999,-6999,-6999,-6999
2007,0,255.79167,255,1900,0.096,26.45,283.7,0.839,1.035,1.035,0,-6.436,-6999,-9999,-6999,-81.443,31.8,5,32.4,15,0,32.605,86.178,364.976,2.327,5,10,-79.6,0.269,0.679,-6999,1.621,-9999,-9999,-9999,17.907,-6999,-6999,364.976,3.1,-6999,-6999,-6999,-6999
2007,0,255.81250,255,1930,0.135,26.3,357.5,1.196,1.239,1.239,0,-8.705,-6999,26.931,-6999,-80.263,30.65,5,32.201,15,0,29.957,86.222,364.777,2.397,5,10,-82.9,-0.623,0.274,-6999,1.621,-9999,-9999,-9999,15.813,-6999,-6999,364.777,3.1,-6999,-6999,-6999,-6999
2007,0,255.83333,255,2000,0.084,26.67,60.57,0.585,-0.2,-0.2,0,0.429,-6999,-2.713,-6999,-74.429,29.7,5,31.9,15,0,27.457,86.255,363.382,2.537,4,10,-66.89,-0.488,0.049,-6999,1.621,-9999,-9999,-9999,14.943,-6999,-6999,363.382,3.1,-6999,-6999,-6999,-6999
2007,-1,255.85417,255,2030,0.123,25.35,73.67,0.828,-9999,-9999,0,6.876,-6999,-9999,-6999,-63.98,28.9,5,31.6,15,0,33.788,86.283,367.931,2.142,4,10,-82.7,-0.449,-0.112,-6999,1.621,-9999,-9999,-9999,16.465,-6999,-6999,367.931,3.1,-6999,-6999,-6999,-6999
2007,0,255.87500,255,2100,0.158,22.78,79.47,1.161,0.937,0.937,0,-6.548,-6999,2.291,-6999,-71.914,28,5,31.2,15,0,48.93,86.294,378.92,1.416,4,10,-81.5,-0.292,-0.247,-6999,1.621,-9999,-9999,-9999,19.571,-6999,-6999,378.92,3.1,-6999,-6999,-6999,-6999
2007,0,255.89583,255,2130,0.141,21.8,82,1.139,0.91,0.91,0,-7.827,-6999,3.052,-6999,-73.857,27.25,5,30.9,15,0,53.071,86.299,382.774,1.226,4,10,-78.7,-0.433,-0.443,-6999,1.506,-9999,-9999,-9999,20.022,-6999,-6999,382.774,3.1,-6999,-6999,-6999,-6999
2007,0,255.91667,255,2200,0.15,21.32,100.5,1.135,3.766,3.766,0,-23.645,-6999,22.062,-6999,-72.024,26.6,5,30.5,15,0,54.554,86.298,383.549,1.153,4,9,-77.04,-0.631,-0.526,-6999,0.879,-9999,-9999,-9999,19.924,-6999,-6999,383.549,3.1,-6999,-6999,-6999,-6999
2007,0,255.93750,255,2230,0.179,20.43,110.4,1.526,0.63,0.63,0,-4.838,-6999,10.427,-6999,-68.249,25.9,5,30.15,15,0,59.498,86.317,392.761,0.973,4,10,-79.07,-0.729,-0.652,-6999,0.656,-9999,-9999,-9999,20.587,-6999,-6999,392.761,3.1,-6999,-6999,-6999,-6999
2007,0,255.95833,255,2300,0.196,20.84,62.2,1.058,1.641,1.641,0,-14.797,-6999,13.351,-6999,-69.594,25.2,5,29.8,15,0,55.012,86.319,387.457,1.108,4,10,-77.56,-0.867,-0.784,-6999,0.5,-9999,-9999,-9999,19.598,-6999,-6999,387.457,3.1,-6999,-6999,-6999,-6999
2007,-1,255.97917,255,2330,0.178,21.33,56.19,0.99,-9999,-9999,0,-14.913,-6999,13.464,-6999,-63.415,24.65,5,29.4,15,0,50.988,86.32,380.991,1.244,4,9.5,-77.4,-0.864,-0.836,-6999,0.46,-9999,-9999,-9999,18.747,-6999,-6999,380.991,3.1,-6999,-6999,-6999,-6999
2007,-1,256.00000,256,000,0.182,20.29,70.84,1.205,-9999,-9999,0,-26.434,-6999,19.794,-6999,-59.266,24.2,5,29,15,0,56.666,86.322,385.569,1.032,4,9,-77.78,-0.899,-0.883,-6999,0.541,-9999,-9999,-9999,19.388,-6999,-6999,385.569,3.1,-6999,-6999,-6999,-6999
2007,-1,256.02083,256,030,0.158,19.905,64.25,1.016,-9999,-9999,0,-22.046,-6999,20.678,-6999,-61.196,23.65,5,28.7,15,0,56.737,86.323,385.232,1.006,4,9,-73.83,-0.899,-0.891,-6999,0.534,-9999,-9999,-9999,18.927,-6999,-6999,385.232,3.1,-6999,-6999,-6999,-6999
2007,-1,256.04167,256,100,0.101,18.92,114.5,1.387,-9999,-9999,0,-0.701,-6999,-3.148,-6999,-59.773,23.2,5,28.4,15,0,62.037,86.319,390.186,0.83,4,9,-77.6,-0.892,-0.894,-6999,0.555,-9999,-9999,-9999,19.449,-6999,-6999,390.186,3.1,-6999,-6999,-6999,-6999
2007,0,256.06250,256,130,0.163,18.64,84.4,1.374,2.753,2.753,0,-12.087,-6999,14.799,-6999,-62.02,22.65,5,28,15,0,62.518,86.322,392.01,0.805,4,9,-76.52,-0.935,-0.795,-6999,0.447,-9999,-9999,-9999,19.357,-6999,-6999,392.01,3.1,-6999,-6999,-6999,-6999
2007,0,256.08333,256,200,0.164,18.57,80.1,1.428,1.564,1.564,0,-14.624,-6999,10.751,-6999,-61.191,22.2,5,27.7,15,0,60.983,86.322,387.134,0.835,4,9,-75.05,-0.939,-0.713,-6999,0.365,-9999,-9999,-9999,18.77,-6999,-6999,387.134,3.1,-6999,-6999,-6999,-6999
2007,0,256.10417,256,230,0.185,18.695,69.78,1.188,0.112,0.112,0,-9.433,-6999,3.288,-6999,-58.075,21.8,5,27.3,15,0,59.44,86.321,382.991,0.875,4,9,-74.24,-0.939,-0.872,-6999,0.271,-9999,-9999,-9999,18.545,-6999,-6999,382.991,3.1,-6999,-6999,-6999,-6999
2007,0,256.12500,256,300,0.236,18.53,66.18,1.256,0.31,0.31,0,-12.461,-6999,3.295,-6999,-56.456,21.4,5,27,15,0,60.217,86.318,381.037,0.849,4,9,-74.31,-0.939,-0.866,-6999,0.148,-9999,-9999,-9999,18.573,-6999,-6999,381.037,3.1,-6999,-6999,-6999,-6999
2007,0,256.14583,256,330,0.253,18.615,67.8,1.296,0.755,0.755,0,-20.968,-6999,5.371,-6999,-54.15,21.1,5,26.7,15,0,59.697,86.321,380.358,0.865,4,9,-73.57,-0.946,-0.847,-6999,0.088,-9999,-9999,-9999,18.507,-6999,-6999,380.358,3.1,-6999,-6999,-6999,-6999
2007,0,256.16667,256,400,0.216,18.34,69.9,1.328,0.075,0.075,0,-11.216,-6999,3.658,-6999,-51.597,20.8,5,26.4,15,0,59.875,86.323,381.62,0.846,4,9,-72.21,-0.946,-0.877,-6999,0.054,-9999,-9999,-9999,18.337,-6999,-6999,381.62,3.1,-6999,-6999,-6999,-6999
2007,0,256.18750,256,430,0.227,17.395,75.55,1.591,0.71,0.71,0,-11.483,-6999,3.327,-6999,-52.073,20.5,5,26.1,15,0,64.17,86.336,385.217,0.712,4,9,-67.35,-0.943,-0.905,-6999,0.156,-9999,-9999,-9999,18.457,-6999,-6999,385.217,3.1,-6999,-6999,-6999,-6999
2007,0,256.20833,256,500,0.161,17.16,77.55,1.462,0.569,0.569,0,-11.363,-6999,5.449,-6999,-51.64,20.2,5,25.8,15,0,64.91,86.332,383.968,0.687,4,9,-66.72,-0.946,-0.954,-6999,0.148,-9999,-9999,-9999,18.375,-6999,-6999,383.968,3.1,-6999,-6999,-6999,-6999
2007,0,256.22917,256,530,0.233,16.925,88,1.82,3.035,3.035,0,-31.199,-6999,11.751,-6999,-51.388,19.85,5,25.55,15,0,67.041,86.344,386.33,0.636,4,9,-66,-0.946,-0.962,-6999,0.034,-9999,-9999,-9999,18.649,-6999,-6999,386.33,3.1,-6999,-6999,-6999,-6999
2007,0,256.25000,256,600,0.223,17.55,83.1,2.027,-0.102,-0.102,0,-16.929,-6999,2.245,-6999,-48.08,19.7,5,25.3,15,0,64.243,86.365,381.667,0.718,4,9,-65.069,0.111,-0.592,-6999,0.271,-9999,-9999,-9999,18.631,-6999,-6999,381.667,3.1,-6999,-6999,-6999,-6999
2007,0,256.27083,256,630,0.182,17.665,84.8,1.89,0.312,0.312,0,-13.469,-6999,2.33,-6999,-42.702,19.45,5,25,15,0,65.546,86.386,380.283,0.696,4,9,-60.06,28.936,12.921,-6999,6.878,-9999,-9999,-9999,19.062,-6999,-6999,380.283,3.1,-6999,-6999,-6999,-6999
2007,0,256.29167,256,700,0.215,18.51,84.4,1.646,-2.445,-2.445,0,20.713,-6999,28.802,-6999,-36.408,19.5,5,24.8,15,0,65.625,86.403,377.345,0.733,3,9,-18.27,159.457,113.8,-6999,29.497,-9999,-9999,-9999,19.952,-6999,-6999,377.345,3.1,-6999,-6999,-6999,-6999
2007,0,256.31250,256,730,0.175,20.855,95.4,1.534,-2.356,-2.356,0,22.456,-6999,25.167,-6999,-5.987,20.15,5,24.55,15,0,61.581,86.417,370.814,0.947,4,9,28.41,275.479,193.45,-6999,57.493,-9999,-9999,-9999,21.498,-6999,-6999,370.814,3.1,-6999,-6999,-6999,-6999
2007,0,256.33333,256,800,0.184,23.78,113.4,1.035,-3.793,-3.793,0,73.214,-6999,41.973,-6999,29.978,21.6,5,24.3,15,0,52.608,86.418,366.801,1.396,4,9,117.4,227.642,342.8,-6999,103.883,-9999,-9999,-9999,22.069,-6999,-6999,366.801,3.1,-6999,-6999,-6999,-6999
2007,0,256.35417,256,830,0.058,25.885,153.8,0.583,-2.743,-2.743,0,72.964,-6999,57.524,-6999,77.295,23.65,5,24.2,15,0,42.78,86.419,366.318,1.911,4.5,9,188.3,691.28,460.05,-6999,144.723,-9999,-9999,-9999,20.764,-6999,-6999,366.318,3.1,-6999,-6999,-6999,-6999
2007,0,256.37500,256,900,0.232,27.22,301.5,0.314,-2.004,-2.004,0,102.029,-6999,78.816,-6999,108.862,25.9,5,24.2,15,0,37.832,86.439,366.125,2.246,5,9,269.7,857.923,582,-6999,188.523,-9999,-9999,-9999,20.254,-6999,-6999,366.125,3.1,-6999,-6999,-6999,-6999
2007,0,256.39583,256,930,0.225,27.705,312,1.228,-0.672,-0.672,0,100.164,-6999,49.64,-6999,149.845,28.35,5,24.25,15,0,34.122,86.453,365.675,2.448,5,9,322.7,1095.986,655.95,-6999,219.473,-9999,-9999,-9999,19.112,-6999,-6999,365.675,3.1,-6999,-6999,-6999,-6999
2007,0,256.41667,256,1000,0.306,28.52,299.8,1.372,-1.034,-1.034,0,149.047,-6999,45.074,-6999,163.99,30.8,5,24.5,15,0,31.162,86.456,365.428,2.682,5,9,398.6,1285.537,767,-6999,260.918,-9999,-9999,-9999,18.421,-6999,-6999,365.428,3.1,-6999,-6999,-6999,-6999
2007,0,256.43750,256,1030,0.24,29.165,313.6,1.491,0.03,0.03,0,182.955,-6999,81.439,-6999,174.149,33.2,5,24.9,15,0,29.277,86.451,364.85,2.861,5,9,453,1403.67,835.5,-6999,287.36,-9999,-9999,-9999,18.168,-6999,-6999,364.85,3.1,-6999,-6999,-6999,-6999
2007,0,256.45833,256,1100,0.334,29.68,326.4,2.528,0.357,0.357,0,174.666,-6999,67.267,-6999,171.637,35.5,5,25.4,15,0,26.776,86.44,364.727,3.051,5,9,497.5,1511.921,896,-6999,310.438,-9999,-9999,-9999,16.987,-6999,-6999,364.727,3.1,-6999,-6999,-6999,-6999
2007,0,256.47917,256,1130,0.463,30.33,323,3.529,1.946,1.946,0,200.566,-6999,74.239,-6999,151.833,37.45,5,26,15,0,23.408,86.412,365.068,3.313,5,9,534,1589.179,941.5,-6999,327.258,-9999,-9999,-9999,15.541,-6999,-6999,365.068,3.1,-6999,-6999,-6999,-6999
2007,0,256.50000,256,1200,0.372,30.9,316.9,3.404,0.285,0.285,0,194.083,-6999,67.369,-6999,156.982,39.3,5,26.7,15,0,22.953,86.374,365.676,3.443,5,9,557.6,1643.08,971,-6999,340.714,-9999,-9999,-9999,15.762,-6999,-6999,365.676,3.1,-6999,-6999,-6999,-6999
2007,0,256.52083,256,1230,0.429,31.44,314.5,3.51,0.357,0.357,0,207.447,-6999,86.915,-6999,158.004,40.95,5,27.45,15,0,20.515,86.344,365.6,3.663,5.5,9,567.9,1663.742,981,-6999,356.256,-9999,-9999,-9999,14.959,-6999,-6999,365.6,3.1,-6999,-6999,-6999,-6999
2007,0,256.54167,256,1300,0.411,32.25,319.2,3.708,0.23,0.23,0,210.431,-6999,53.265,-6999,150.774,42.3,5,28.3,15,0,18.237,86.303,365.808,3.945,5,9,587.1,1704.168,1006,-6999,350.268,-9999,-9999,-9999,13.975,-6999,-6999,365.808,3.1,-6999,-6999,-6999,-6999
